OID_,bld_name_e,bld_name_c,bld_address,bld_ac_type,bld_year,bld_passenger,bld_service,bld_starting_oper,bld_opr_hrs,bld_start_opr_weekend,bld_opr_hrs_weekend,x,y,ELABEL,retail,parking,office,hotel,food,ghi,wind10m,td_cdd,LULCM,ndvi,ndbi,BH,podium,area,highrise,area_1,Dist_mtr,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
451,Gough Plaza,經富中心,"33 Gough Street, Central, Hong Kong",Individual Air-Conditioning System,1991,,,,,,,833741.8896,816151.9246,SHEUNG WAN STATION (WING ON CENTRE),1035.96521,13.3100958,256.1724548,106.075119,1801.333008,1418.630981,3.1074107,2.507078853,41,0.1834928,0.0189641,21.4073296,0,,0,,256.3703766,,,,NO,NO,NO,NO,NO,,,,,,,,,,
452,9 Queen's Road Central,皇后大道中9號,"9 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1991,14,1,8,13,8,9,834351,815710,CENTRAL STATION,948.9473877,173.5976257,632.553894,0,616.1280518,1409.86499,2.4864378,2.471263441,11,0.0527778,-0.0021153,143.3816223,1,2351,1,2644,232.1794855,,,,NO,NO,NO,NO,NO,,,,,,,,,,
453,New World Tower Two,新世界大廈二座,"18 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1991,3,1,8.5,9.5,8.5,9.5,834248,815761,CENTRAL STATION,1483.070679,61.7120285,1032.389893,0,827.9475098,1409.5,2.4864378,2.471263441,11,-0.0536426,0.0928516,67.0136414,1,6967,1,3283,175.3290663,,,,NO,NO,NO,NO,NO,,,,,,,,,,
454,60 Wellington Street,威靈頓街60號,"60 Wellington Street, Central, Hong Kong",Individual Air-Conditioning System,1991,1,,,,,,833872,816124,SHEUNG WAN STATION (WING ON CENTRE),720.2732544,82.259613,0,92.1289062,828.4908447,1408.769043,3.1074107,2.507078853,11,0.0663522,0.0675361,37.6685524,1,611,1,109,321.8588885,,,,NO,NO,NO,NO,NO,,,,,,,,,,
455,Kailey Tower,騏利大廈,"16 Stanley Street, Central, Hong Kong",Central Air-Conditioning System,1991,2,1,8,10,8,5,834094.7,815925.9,CENTRAL STATION,1832.009399,0,1160.173218,36.4346352,3001.530518,1409.5,2.9142742,2.471263441,11,0.0059479,-0.0078212,124.0148468,1,3669,1,129,189.98274,,,,NO,NO,NO,NO,NO,,,,,,,,,,
456,Winbase Centre,勝基中心,"208 Queen's Road Central, Central, Hong Kong",Individual Air-Conditioning System,1992,2,1,,,,,833859,816265,SHEUNG WAN STATION (WING ON CENTRE),2286.446777,44.5379791,1694.771118,0,3469.255371,1426.666016,3.1074107,2.507078853,11,0.0021573,0.1497177,124.987381,1,1894,1,1302,199.4564797,,,,NO,NO,NO,NO,NO,,,,,,,,,,
457,Richmake Commercial Building,致富商業大廈,"198-200 Queen's Road Central, Central, Hong Kong",Individual Air-Conditioning System,1992,2,0,,,,,833778,816251,SHEUNG WAN STATION (WING ON CENTRE),1161.994141,64.8024292,73.4446335,0,1097.717285,1426.666016,3.1074107,2.507078853,41,0.0014009,0.0646428,14.3821049,1,1250,1,286,166.9763417,,,,NO,NO,NO,NO,NO,,,,,,,,,,
458,Chun Wo Commercial Centre,俊和商業中心,"23-29 Wing Wo Street, Central, Hong Kong",Individual Air-Conditioning System,1992,2,0,,,,,833936.4,816383.1,SHEUNG WAN STATION (WING ON CENTRE),307.7069702,152.881012,263.0346375,0,417.7467346,1426.666016,2.4714458,2.507078853,41,-0.0027033,0.0457987,3.6991282,0,,0,,218.5145355,,,,NO,NO,NO,NO,NO,,,,,,,,,,
459,Silver Fortune Plaza,荊威廣場,"1 Wellington Street, Central, Hong Kong",Central Air-Conditioning System,1992,3,1,8,11,8,6,833871,816125,SHEUNG WAN STATION (WING ON CENTRE),720.2732544,82.259613,0,92.1289062,828.4908447,1408.769043,3.1074107,2.507078853,11,0.0663522,0.0675361,37.2387466,1,611,1,109,320.504319,,,,NO,NO,NO,NO,NO,,,,,,,,,,
460,ICBC Tower,中國工商銀行大廈,"3 Garden Road, Central, Hong Kong",Central Air-Conditioning System,1992,16,2,8.5,10,8.5,5.5,834590.4766,815517.4099,ADMIRALTY STATION,209.7151031,127.4316025,604.7713623,0,421.0288086,1398.907959,2.5116389,2.471263441,11,0.0398412,0.035888,219.398941,1,3857,1,3597,502.2446243,,,,NO,NO,NO,NO,NO,,,,,,,,,,
461,Wyndham Place,雲咸商業中心,"40 Wyndham Street, Central, Hong Kong",Central Air-Conditioning System,1992,3,0,8,10,8,6,834018.224,815700.567,CENTRAL STATION,1189.839356,92.0477295,0,67.9554367,1220.440064,1409.5,2.4369998,2.471263441,11,-0.0113914,0.0621382,150.5228119,0,,1,277,353.1572622,,,,NO,NO,NO,NO,NO,,,,,,,,,,
462,Coda Commercial Building,科達商業大廈,"57 Queen's Road Central, Central, Hong Kong",Individual Air-Conditioning System,1992,1,0,,,,,834095,816005,CENTRAL STATION,2048.284668,0,956.4691772,0,819.7026978,1410.96106,2.9142742,2.471263441,11,-0.0302743,0.0774607,76.3782654,1,2488,1,64,202.9693856,,,,NO,NO,NO,NO,NO,,,,,,,,,,
463,Jade Centre,翡翠中心,"98 Wellington Street, Central, Hong Kong",Central Air-Conditioning System,1992,2,0,9,9,9,4,833872,816124,SHEUNG WAN STATION (WING ON CENTRE),720.2732544,82.259613,0,92.1289062,828.4908447,1408.769043,3.1074107,2.507078853,11,0.0663522,0.0675361,37.6685524,1,611,1,109,321.8588885,,,,NO,NO,NO,NO,NO,,,,,,,,,,
464,Champion Tower,冠君大廈,"3 Garden Road, Central, Hong Kong",Central Air-Conditioning System,1992,20,2,8.5,10,8.5,5.5,834590.4766,815517.4099,ADMIRALTY STATION,209.7151031,127.4316025,604.7713623,0,421.0288086,1398.907959,2.5116389,2.471263441,11,0.0398412,0.035888,219.398941,1,3857,1,3597,502.2446243,,,,NO,NO,NO,NO,NO,,,,,,,,,,
465,Waga Commercial Centre,威基商業中心,"99 Wellington Street, Central, Hong Kong",Central Air-Conditioning System,1992,1,0,8.5,9,8.5,9,833872,816124,SHEUNG WAN STATION (WING ON CENTRE),720.2732544,82.259613,0,92.1289062,828.4908447,1408.769043,3.1074107,2.507078853,11,0.0663522,0.0675361,37.6685524,1,611,1,109,321.8588885,,,,NO,NO,NO,NO,NO,,,,,,,,,,
466,Universal Trade Centre,環貿中心,"3 Arbuthnot Road, Central, Hong Kong",Central Air-Conditioning System,1992,6,1,8,12,8,9,833974,815710.6,CENTRAL STATION,1033.188965,135.2333221,0,91.3394089,1126.388916,1405.482056,2.4369998,2.471263441,11,0.0112217,0.0450292,124.0465393,1,1364,1,109,381.6814534,,,,NO,NO,NO,NO,NO,,,,,,,,,,
467,1 Lan Kwai Fong,蘭桂坊一號,"1 Lan Kwai Fong, Central, Hong Kong",Central Air-Conditioning System,1993,2,0,8,12,8,8,834088.4,815793.6,CENTRAL STATION,1670.71814,0,519.6704712,0,1926.019898,1409.5,2.9142742,2.471263441,11,0.012299,0.0976809,93.2989655,1,3098,1,131,240.3497175,,,,NO,NO,NO,NO,NO,,,,,,,,,,
468,Time Centre,添福商業中心,"53-55A Hollywood Road, Central, Hong Kong",Individual Air-Conditioning System,1993,2,0,,,,,833811.6,815995.3,SHEUNG WAN STATION (WING ON CENTRE),1073.264893,0,5.7851377,0,1064.932251,1408.769043,1.9576809,2.471263441,11,0.0301508,0.0183559,115.4581833,1,1586,1,152,422.219674,,,,NO,NO,NO,NO,NO,,,,,,,,,,
469,Coda Plaza,科達中心,"51 Garden Road, Central, Hong Kong",Central Air-Conditioning System,1993,2,1,8.5,10.5,8.5,10.5,834137,815286,CENTRAL STATION,375.2707825,84.9689255,280.2102661,226.772934,603.6731567,1392.697998,1.0264586,2.435448029,11,0.0930141,0.0143774,169.7520752,1,1461,1,440,663.1017641,,,,NO,NO,NO,NO,NO,,,,,,,,,,
470,Entertainment Building,娛樂行,"30 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1993,8,2,8,11,8,6,834161.1,815845.8,CENTRAL STATION,2033.33606,0,98.7951813,0,857.0844116,1409.5,2.9142742,2.471263441,11,-0.0316288,0.0412512,183.309433,1,2220,1,913,150.853581,,,,NO,NO,NO,NO,NO,,,,,,,,,,
471,On Hing Building,安慶大廈,"1-9 On Hing Terrace, Central, Hong Kong",Central Air-Conditioning System,1993,3,1,8.5,10.5,8.5,4.5,834167.8594,815751.5175,CENTRAL STATION,1878.372681,125.0519257,594.682251,86.2828979,1050.727295,1409.5,2.4369998,2.471263441,11,-0.0200702,0.0746269,24.736742,0,,0,,215.3277124,431.93,119.98,2.079108858,NO,YES,NO,NO,NO,2012,2/12/2014,retro_after,23,1,95,yes,,,
472,Lyndhurst Tower,一號廣場,"1 Lyndhurst Terrace, Central, Hong Kong",Central Air-Conditioning System,1993,4,0,8.5,10,8.5,4.5,833980,815965,CENTRAL STATION,908.3042603,0,122.9486771,0,2707.400391,1408.769043,2.9142742,2.471263441,11,0.0110357,0.0806639,107.7573547,1,2003,1,295,306.3009655,628.68,174.63,2.242118854,NO,YES,NO,NO,NO,2015,7/3/2019,retro_after,22,1,94,yes,yes,,
473,World Trust Tower,信誠廣場,"50 Stanley Street, Central, Hong Kong",Central Air-Conditioning System,1994,2,0,8,11,8,6,834094.7,815925.9,CENTRAL STATION,1832.009399,0,1160.173218,36.4346352,3001.530518,1409.5,2.9142742,2.471263441,11,0.0059479,-0.0078212,124.0148468,1,3669,1,129,189.98274,,,,NO,NO,NO,NO,NO,,,,,,,,,,
474,Kinwick Centre,建業榮基中心,"32 Hollywood Road, Central, Hong Kong",Central Air-Conditioning System,1994,3,1,8,11,8,6,833901.6,815853.862,CENTRAL STATION,0,0,0,0,143.5088348,1405.482056,1.9576809,2.471263441,31,0.2253139,-0.0239376,45.5563507,0,,0,,390.9538902,,,,NO,NO,NO,NO,NO,,,,,,,,,,
475,Pearl Oriental House,明珠行,"58-64 Stanley Street, Central, Hong Kong",Central Air-Conditioning System,1994,2,0,9,9,9,4,834002.2927,816015.563,CENTRAL STATION,2174.352539,0,111.3756866,0,2232.549316,1408.769043,2.9142742,2.471263441,11,0.0447026,0.1304793,50.5387497,1,1957,1,202,294.2513511,,,,NO,NO,NO,NO,NO,,,,,,,,,,
476,Thyrse House,太富商業大廈,"14-16 Pottinger Street, Central, Hong Kong",Individual Air-Conditioning System,1995,1,0,,,,,833947.378,815918.018,CENTRAL STATION,2389.719971,61.3622551,2716.541992,0,2479.359131,1405.482056,2.9142742,2.471263441,11,0.0218377,0.0666165,87.2367477,1,582,1,220,337.5006926,,,,NO,NO,NO,NO,NO,,,,,,,,,,
477,128 Wellington Street,威靈頓街128 號,"128 Wellington Street, Central, Hong Kong",Individual Air-Conditioning System,1996,2,0,,,,,833872,816124,SHEUNG WAN STATION (WING ON CENTRE),720.2732544,82.259613,0,92.1289062,828.4908447,1408.769043,3.1074107,2.507078853,11,0.0663522,0.0675361,37.6685524,1,611,1,109,321.8588885,,,,NO,NO,NO,NO,NO,,,,,,,,,,
478,Lucky Building,六基大廈,"39 Wellington Street, Central, Hong Kong",Central Air-Conditioning System,1996,2,0,8.5,10,8.5,4.5,834072,815851.1,CENTRAL STATION,1254.432739,0,1.9702835,0,1386.959106,1409.5,2.9142742,2.471263441,11,0.0229461,0.1384553,48.2360802,1,1153,1,386,227.6118294,,,,NO,NO,NO,NO,NO,,,,,,,,,,
479,LKF 29,雲咸街29號,"29 Wyndham Street, Central, Hong Kong",Individual Air-Conditioning System,1996,2,0,,,,,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,,,NO,NO,NO,NO,NO,,,,,,,,,,
480,8 Wyndham Street,雲咸街8號,"8 Wyndham Street, Central, Hong Kong",Central Air-Conditioning System,1997,3,1,8,11,8,6,834179,815793,CENTRAL STATION,1217.133301,83.2422562,1066.96106,0.1346932,1285.197388,1409.5,1.8082243,2.471263441,11,0.0148127,-0.0775636,132.7102509,1,1849,1,311,174.9215009,,,,NO,NO,NO,NO,NO,,,,,,,,,,
481,Hip Shing Hong Centre,協成行中心,"51-57 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1997,3,1,8,12,8,6,834153,816066,CENTRAL STATION,2603.63794,0,902.1602173,0,1284.509033,1410.96106,2.4760621,2.471263441,11,-0.0133456,0.1062943,49.17733,1,2488,1,249,187.4562922,,,,NO,NO,NO,NO,NO,,,,,,,,,,
482,Tung Yiu Commercial Building,東耀商業大廈,"31A-31B Wyndham Street, Central, Hong Kong",Individual Air-Conditioning System,1997,1,0,,,,,834310.6876,815987.625,CENTRAL STATION,5970.055176,0,5601.48877,0,817.2779541,1413.517944,1.8082243,2.507078853,11,0.0130776,0.0732883,20.8376102,1,1946,0,,61.02396554,,,,NO,NO,NO,NO,NO,,,,,,,,,,
483,Eubank Plaza,歐銀中心,"9 Chiu Lung Street, Central, Hong Kong",Individual Air-Conditioning System,1997,2,0,,,,,834169,815967,CENTRAL STATION,3649.888672,0,1024.392334,0,3003.169922,1410.96106,2.9142742,2.471263441,11,-0.0448052,0.0739691,53.5485764,1,1250,1,145,120.6163649,,,,NO,NO,NO,NO,NO,,,,,,,,,,
484,Henley Building,衡怡大廈,"5 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1997,6,1,8.5,10,8,5,834051.2,815987.8,CENTRAL STATION,2122.17627,110.9151306,751.1289673,94.5290756,2955.507813,1410.96106,2.9142742,2.471263441,11,0.0152035,0.1425021,88.9494019,1,3669,1,262,239.8377933,,,,NO,NO,NO,NO,NO,,,,,,,,,,
485,Central Tower,中匯大廈,"28 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1997,8,1,8,11,8,11,834198,815805,CENTRAL STATION,1189.668701,31.497345,1083.35022,0,1030.410645,1409.5,1.8082243,2.471263441,11,0.0148127,-0.0775636,132.5461578,1,1849,1,1238,154.0894464,746.66,207.41,2.316829691,NO,YES,NO,NO,YES,2018,7/9/2021,retro_after,26,1,27,yes,,,
486,Hing Wai Building,興瑋大廈,"36 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1998,3,0,8,11,8,11,834142.8,815879.8,CENTRAL STATION,1126.135254,0,643.1369019,0,1296.454834,1409.5,2.9142742,2.471263441,11,-0.0717405,0.0391321,87.9374619,1,3669,1,441,151.2378732,,,,NO,NO,NO,NO,NO,,,,,,,,,,
487,Winway Building,華威大廈,"50 Wellington Street, Central, Hong Kong",Central Air-Conditioning System,1998,2,0,9,9,9,5,833872,816124,SHEUNG WAN STATION (WING ON CENTRE),720.2732544,82.259613,0,92.1289062,828.4908447,1408.769043,3.1074107,2.507078853,11,0.0663522,0.0675361,37.6685524,1,611,1,109,321.8588885,824,228.89,2.359626819,NO,YES,NO,NO,YES,2012,7/21/2015,retro_after,22,0,70,yes,,,
488,One International Finance Centre,國際金融中心一期,"1 Harbour View Street, Central, Hong Kong",Central Air-Conditioning System,1998,18,2,8,11,8,5,834309.6,816208.4,HONG KONG STATION,3563.791504,27.8077393,84.816864,0,1768.828247,1413.517944,2.1358008,2.507078853,11,-0.0586885,0.2144469,33.6481133,1,10002,0,,31.93043665,525,145.83,2.163846876,NO,YES,NO,NO,YES,2015,4/29/2019,retro_before,88,0,1,yes,,,
489,Cheung Kong Center,長江集團中心,"2 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1998,28,2,8,11.5,8,6.5,834289.3,815788.2,CENTRAL STATION,4483.680176,35.9910088,617.510376,93.8723755,1863.128418,1409.86499,1.8082243,2.471263441,11,-0.0006805,0.0118669,169.8825989,1,12364,1,1579,144.3505486,,,,NO,NO,NO,NO,NO,,,,,,,,,,
490,Chinachem Hollywood Centre,華懋荷李活中心,"1-13 Hollywood Road, Central, Hong Kong",Individual Air-Conditioning System,1998,2,1,,,,,833279.9,816311.2,SHEUNG WAN STATION (WING ON CENTRE),285.9854736,0,482.1799316,87.1505966,440.5741882,1423.744019,2.1408875,2.507078853,11,0.197411,-0.0072595,27.1790199,1,907,1,279,449.7146684,,,,NO,NO,NO,NO,NO,,,,,,,,,,
491,The Center,中環中心,"99 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1998,40,2,8,11.5,8,5,833980,816199,SHEUNG WAN STATION (WING ON CENTRE),1054.667236,66.6882324,2007.432129,0,1839.514404,1408.769043,2.4760621,2.507078853,11,-0.0333882,0.0446877,296.5186462,1,4120,1,1783,333.7469399,,,,NO,NO,NO,NO,NO,,,,,,,,,,
492,The Workstation,擺花街43號,"43 Lyndhurst Terrace, Central, Hong Kong",Individual Air-Conditioning System,1999,2,0,,,,,833914.8,815950.7,CENTRAL STATION,2562.935059,49.9126854,925.1137085,0,2249.289307,1405.482056,1.9576809,2.471263441,41,-0.0067196,0.0617427,43.3927078,1,354,1,109,370.2179586,,,,NO,NO,NO,NO,NO,,,,,,,,,,
493,Man Yee Building,萬宜大廈,"68 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1999,8,1,8,12,8,6,834108,816072,CENTRAL STATION,3622.476074,93.0797501,1112.619141,0,1245.75415,1410.96106,2.4760621,2.471263441,11,0.003543,-0.0134168,144.2501678,1,1809,1,1267,225.043097,736.24,204.51,2.310714549,NO,YES,NO,NO,YES,2015,6/22/2018,retro_after,37,0,90,yes,,,
494,Winsome House,雲山大廈,"73 Wyndham Street, Central, Hong Kong",Individual Air-Conditioning System,1999,2,0,,,,,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,,,NO,NO,NO,NO,NO,,,,,,,,,,
495,8 Queen's Road Central,皇后大道中8號,"8 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,2000,3,1,8,10,8,6,834360.5,815731.2,CENTRAL STATION,1062.357788,217.6325836,684.0493774,0,594.6027832,1409.86499,2.4864378,2.471263441,11,0.0527778,-0.0021153,161.7919617,1,2351,1,2644,215.1193559,,,,NO,NO,NO,NO,NO,,,,,,,,,,
496,10 Pottinger Street,砵典乍街10號,"10-12 Pottinger Street, Central, Hong Kong",Central Air-Conditioning System,2000,2,0,8,12,8,6,833947.378,815918.018,CENTRAL STATION,2389.719971,61.3622551,2716.541992,0,2479.359131,1405.482056,2.9142742,2.471263441,11,0.0218377,0.0666165,87.2367477,1,582,1,220,337.5006926,,,,NO,NO,NO,NO,NO,,,,,,,,,,
497,The Centrium,中央廣場,"60 Wyndham Street, Central, Hong Kong",Central Air-Conditioning System,2001,6,1,8.5,9.5,8.5,5.5,833971.0946,815761.5575,CENTRAL STATION,615.3485107,188.3613129,0,57.1208916,503.6244507,1405.482056,2.4369998,2.471263441,11,-0.038989,0.1098381,169.2058868,1,1021,1,934,357.0410447,,,,NO,NO,NO,NO,NO,,,,,,,,,,
498,Li Dong Building,利東大廈,"7-11 Li Yuen Street East, Central, Hong Kong",Individual Air-Conditioning System,2002,2,0,,,,,834159.0009,815992.1812,CENTRAL STATION,3961.929199,0,1446.266724,0,3019.576172,1410.96106,2.9142742,2.471263441,11,-0.0125591,0.1314483,4.6957221,0,,0,,139.0410619,,,,NO,NO,NO,NO,NO,,,,,,,,,,
499,Chater House,遮打大廈,"8 Connaught Road Central, Central, Hong Kong",Central Air-Conditioning System,2002,16,2,,,,,834267.3,816037,CENTRAL STATION,1395.690918,0,2284.302246,0,906.430481,1410.96106,1.8082243,2.507078853,11,0.0015775,0.0840055,60.7851257,1,2619,0,,105.9439101,,,,NO,NO,NO,NO,NO,,,,,,,,,,
500,Club Lusitano,西洋會所大廈,"16 Ice House Street, Central, Hong Kong",Central Air-Conditioning System,2002,3,1,8,11,8,6,834256.2,815673.3,CENTRAL STATION,539.0767822,125.9155655,473.605835,0,230.8411102,1389.046021,2.4864378,2.471263441,11,0.0436488,0.0912853,111.2303543,1,1632,1,291,260.7210081,,,,NO,NO,NO,NO,NO,,,,,,,,,,
501,Two International Finance Centre,國際金融中心二期,"8 Finance Street, Central, Hong Kong",Central Air-Conditioning System,2003,42,3,8,11,8,5,834185.3,816414.1,HONG KONG STATION,107.6830063,85.4731827,0,71.4952469,589.5841675,1420.822022,2.5973139,2.542894266,11,0.0279995,-0.0631644,165.0057373,1,19810,1,1126,263.6845657,,,,NO,NO,NO,NO,NO,,,,,,,,,,
502,LKF Tower,雲咸街33號,"33 Wyndham Street, Central, Hong Kong",Individual Air-Conditioning System,2004,,,,,,,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,,,NO,NO,NO,NO,NO,,,,,,,,,,
503,AIA Central,友邦金融中心,"1 Connaught Road Central, Central, Hong Kong",Central Air-Conditioning System,2005,14,3,8,11,9,4,834264,816034.8,CENTRAL STATION,1395.690918,0,2284.302246,0,906.430481,1410.96106,1.8082243,2.507078853,11,0.0015775,0.0840055,59.391819,1,2619,1,84,104.373841,,,,NO,NO,NO,NO,NO,,,,,,,,,,
504,Parekh House,巴力大廈,"61-63 Wyndham Street, Central, Hong Kong",Individual Air-Conditioning System,2006,2,0,,,,,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,,,NO,NO,NO,NO,NO,,,,,,,,,,
505,York House,約克大廈,"15 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,2006,5,1,8,10,8,5,834289.3,815788.2,CENTRAL STATION,4483.680176,35.9910088,617.510376,93.8723755,1863.128418,1409.86499,1.8082243,2.471263441,11,-0.0006805,0.0118669,169.8825989,1,12364,1,1579,144.3505486,,,,NO,NO,NO,NO,NO,,,,,,,,,,
506,100 Queen's Road Central,皇后大道中100號,"100 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,2006,4,1,8,11,8,5,834084.3,816023.2,CENTRAL STATION,1988.78125,0,742.9714966,0,754.3424683,1410.96106,2.9142742,2.471263441,11,-0.0051354,0.101614,57.6046104,1,2488,1,689,219.8614584,,,,NO,NO,NO,NO,NO,,,,,,,,,,
507,The Loop,威靈頓街33號,"33 Wellington Street, Central, Hong Kong",Central Air-Conditioning System,2007,3,0,,,,,834072,815851.1,CENTRAL STATION,1254.432739,0,1.9702835,0,1386.959106,1409.5,2.9142742,2.471263441,11,0.0229461,0.1384553,48.2360802,1,1153,1,386,227.6118294,,,,NO,NO,NO,NO,NO,,,,,,,,,,
508,C Wisdom Centre,泉威中心,"35-37 Hollywood Road, Central, Hong Kong",Individual Air-Conditioning System,2008,1,,,,,,833901.6,815853.862,CENTRAL STATION,0,0,0,0,143.5088348,1405.482056,1.9576809,2.471263441,31,0.2253139,-0.0239376,45.5563507,0,,0,,390.9538902,,,,NO,NO,NO,NO,NO,,,,,,,,,,
509,Nexxus Building,盈置大廈,"77 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,2008,7,0,8.5,11.5,8,5,834161,816145,HONG KONG STATION,758.7203369,0,1127.352661,0,608.4449463,1410.96106,2.4760621,2.507078853,11,-0.0327593,0.0905213,73.0831146,1,2716,1,1434,188.2148528,,,,NO,NO,NO,NO,NO,,,,,,,,,,
510,Stanley 11,士丹利街11號,"11 Stanley Street, Central, Hong Kong",Individual Air-Conditioning System,2009,2,1,,,,,834094.7,815925.9,CENTRAL STATION,1832.009399,0,1160.173218,36.4346352,3001.530518,1409.5,2.9142742,2.471263441,11,0.0059479,-0.0078212,124.0148468,1,3669,1,129,189.98274,,,,NO,NO,NO,NO,NO,,,,,,,,,,
511,CCB Tower,中國建設銀行大廈,"3 Connaught Road Central, Central, Hong Kong",Central Air-Conditioning System,2011,8,,7.5,12.5,7.5,6.5,834681,815836,CENTRAL STATION,0,0,0,0,92.6870575,1408.769043,2.5696273,2.542894266,11,-0.0309631,0.0652859,150.22435,1,1061,1,837,408.0007077,,,,NO,NO,NO,NO,NO,,,,,,,,,,
512,Prosperity Tower,豐盛創建大廈,"39 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,2011,4,1,8,12,8,6,834128.3,815899.9,CENTRAL STATION,1511.853638,0,931.4038696,0,1915.059082,1409.5,2.9142742,2.471263441,11,-0.0656538,0.0504549,55.036335,1,3669,1,811,159.627694,,,,NO,NO,NO,NO,NO,,,,,,,,,,
513,LHT Tower,陸海通大廈,"31 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,2011,5,,8,12,8,5,834183,815918,CENTRAL STATION,2089.730957,0,71.1149902,0,1557.817993,1409.5,1.8082243,2.471263441,11,-0.0507746,0.066441,144.1211395,1,3623,1,653,102.5949779,,,,NO,NO,NO,NO,NO,,,,,,,,,,
