OID_,bld_name_e,bld_name_c,bld_address,bld_ac_type,bld_year,bld_passenger,bld_service,bld_starting_oper,bld_opr_hrs,bld_start_opr_weekend,bld_opr_hrs_weekend,x,y,ELABEL,retail,parking,office,hotel,food,ghi,wind10m,td_cdd,LULCM,ndvi,ndbi,BH,podium,area,highrise,area_1,Dist_mtr,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
383,Asia Standard Tower,泛海大廈,"59-65 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1977,4,1,9,10,9,5,834080,816016,CENTRAL STATION,2048.284668,0,956.4691772,0,819.7026978,1410.96106,2.9142742,2.471263441,41,-0.0051354,0.101614,43.3711967,0,,1,689,220.9643308,,,,NO,NO,NO,NO,NO,,,,,,,,,,
384,Tai Sang Bank Building,大生銀行大廈,"130-132 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1977,2,0,8.5,9.5,8.5,5.5,834042,816259,HONG KONG STATION,2072.70752,0,808.7244263,0,1440.920898,1420.822022,2.4760621,2.507078853,41,0.0183224,0.0306683,16.5519676,1,6019,1,394,304.2430976,,,,NO,NO,NO,NO,NO,,,,,,,,,,
385,Galuxe Building,紀利大廈,"8-10 On Lan Street, Central, Hong Kong",Individual Air-Conditioning System,1978,,,,,,,834189.039,815748.331,CENTRAL STATION,2117.991211,163.782486,988.21521,65.7529221,1384.505981,1409.5,2.4864378,2.471263441,11,-0.0148339,0.0740957,128.4608459,1,702,1,205,207.4469982,,,,NO,NO,NO,NO,NO,,,,,,,,,,
386,Winning Centre,雲明行,"46-48 Wyndham Street, Central, Hong Kong",Central Air-Conditioning System,1978,2,0,,,,,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,,,NO,NO,NO,NO,NO,,,,,,,,,,
387,New World Tower One,新世界大廈一座,"16 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1978,17,1,8.5,9.5,8.5,9.5,834248,815761,CENTRAL STATION,1483.070679,61.7120285,1032.389893,0,827.9475098,1409.5,2.4864378,2.471263441,11,-0.0536426,0.0928516,67.0136414,1,6967,1,3283,175.3290663,,,,NO,NO,NO,NO,NO,,,,,,,,,,
388,Alexandra House,歷山大廈,"16-20 Chater Road, Central, Hong Kong",Central Air-Conditioning System,1978,14,1,8,10,8,6,834636.53,815843.616,CENTRAL STATION,245.3065338,0,240.9437256,0,0,1408.769043,2.5696273,2.542894266,11,0.0351511,-0.0010325,91.1650162,1,1404,1,1466,363.0042864,744.32,206.76,2.315466523,NO,YES,YES,YES,YES,2018,6/7/2021,retro_after,35,0,310,yes,,,
389,Wing Hang Bank Building,永亨銀行大廈,"161 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1979,,,,,,,833873,816168,SHEUNG WAN STATION (WING ON CENTRE),1530.976318,0,432.956604,0,711.1705933,1408.769043,3.1074107,2.507078853,11,0.0172705,0.0616479,27.0494404,1,297,1,250,284.4398613,,,,NO,NO,NO,NO,NO,,,,,,,,,,
390,Full View Commercial Building,富偉商業大廈,"140-142 Des Voeux Road Central, Central, Hong Kong",Individual Air-Conditioning System,1979,1,0,,,,,834014,816277,SHEUNG WAN STATION (WING ON CENTRE),1349.651123,0,499.0959473,0,1216.046021,1420.822022,2.4760621,2.507078853,11,-0.0001843,0.0006959,48.9987564,0,,1,1196,322.2824759,,,,NO,NO,NO,NO,NO,,,,,,,,,,
391,8 Lyndhurst Terrace,擺花街8號,"2-10 Lyndhurst Terrace, Central, Hong Kong",Central Air-Conditioning System,1979,2,0,8,12,8,12,833914.8,815950.7,CENTRAL STATION,2562.935059,49.9126854,925.1137085,0,2249.289307,1405.482056,1.9576809,2.471263441,41,-0.0067196,0.0617427,43.3927078,1,354,1,109,370.2179586,,,,NO,NO,NO,NO,NO,,,,,,,,,,
392,Double Commercial Building,登寶商業大廈,"22 Stanley Street, Central, Hong Kong",Individual Air-Conditioning System,1979,,,,,,,834094.7,815925.9,CENTRAL STATION,1832.009399,0,1160.173218,36.4346352,3001.530518,1409.5,2.9142742,2.471263441,11,0.0059479,-0.0078212,124.0148468,1,3669,1,129,189.98274,,,,NO,NO,NO,NO,NO,,,,,,,,,,
393,Shing Lee Commercial Building,誠利商業大廈,"6-12 Wing Kut Street, Central, Hong Kong",Individual Air-Conditioning System,1980,2,0,,,,,833939.0504,816269.3171,SHEUNG WAN STATION (WING ON CENTRE),3317.022461,12.5599251,3494.113037,0,4406.643066,1426.666016,2.4760621,2.507078853,11,-0.0409871,-0.065721,47.1437531,1,2904,1,275,259.53519,308.99,85.83,1.933639113,NO,NO,NO,YES,NO,2012,5/22/2014,retro_before,21,0,108,yes,yes,,
394,Gloucester Tower,置地廣場告羅士打大廈,"15 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1980,18,1,8,10,8,5,834289.3,815788.2,CENTRAL STATION,4483.680176,35.9910088,617.510376,93.8723755,1863.128418,1409.86499,1.8082243,2.471263441,11,-0.0006805,0.0118669,169.8825989,1,12364,1,1579,144.3505486,,,,NO,NO,NO,NO,NO,,,,,,,,,,
395,Car Po Commercial Building,嘉寶商業大廈,"18-20 Lyndhurst Terrace, Central, Hong Kong",Individual Air-Conditioning System,1980,3,1,,,,,833914.8,815950.7,CENTRAL STATION,2562.935059,49.9126854,925.1137085,0,2249.289307,1405.482056,1.9576809,2.471263441,41,-0.0067196,0.0617427,43.3927078,1,354,1,109,370.2179586,,,,NO,NO,NO,NO,NO,,,,,,,,,,
396,Yu Yuet Lai Building,余悅禮行,"43-45 Wyndham Street, Central, Hong Kong",Individual Air-Conditioning System,1980,,,,,,,834018.224,815700.567,CENTRAL STATION,1189.839356,92.0477295,0,67.9554367,1220.440064,1409.5,2.4369998,2.471263441,11,-0.0113914,0.0621382,150.5228119,0,,1,277,353.1572622,,,,NO,NO,NO,NO,NO,,,,,,,,,,
397,New York House,紐約行,"60 Connaught Road Central, Central, Hong Kong",Central Air-Conditioning System,1980,1,0,9,9,9,4,834088,816276,HONG KONG STATION,1990.615112,0,1226.609009,0,1719.078369,1420.822022,2.4760621,2.507078853,11,0.0566094,-0.0223614,18.8837357,1,6019,1,95,263.554564,,,,NO,NO,NO,NO,NO,,,,,,,,,,
398,Cosmos Building,昌隆商業大廈,"8-11 Lan Kwai Fong, Central, Hong Kong",Individual Air-Conditioning System,1980,2,0,,,,,834079,815750.9,CENTRAL STATION,1887.162354,0,1011.374756,0,2815.741455,1409.5,2.4369998,2.471263441,11,0.0229777,0.1386145,63.308609,1,3098,1,244,274.2760801,,,,NO,NO,NO,NO,NO,,,,,,,,,,
399,Printing House,印刷行,"6 Duddell Street, Central, Hong Kong",Central Air-Conditioning System,1980,3,1,8.5,10.5,8.5,5,834249.4958,815701.0379,CENTRAL STATION,1236.635864,67.4831314,1223.321899,0,535.0256348,1409.5,2.4864378,2.471263441,11,0.0436488,0.0912853,21.2810764,1,6967,1,558,234.0776257,,,,NO,NO,NO,NO,NO,,,,,,,,,,
400,World-Wide House,環球大廈,"19 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1980,12,1,8,10,8,6,833257.9,816518.7,SHEUNG WAN STATION (WING ON CENTRE),316.2639771,54.5339203,94.0356598,86.531395,781.7507324,1425.571045,3.9737449,2.507078853,11,0.0541216,0.111579,142.5319824,1,1261,1,702,474.5903742,,,,NO,NO,NO,NO,NO,,,,,,,,,,
401,Shing Hing Commercial Building,誠興商業大廈,"21-27 Wing Kut Street, Central, Hong Kong",Individual Air-Conditioning System,1981,,,,,,,833927.2,816251.7,SHEUNG WAN STATION (WING ON CENTRE),3249.23291,1.9727634,3506.573975,0,4515.378906,1426.666016,2.4760621,2.507078853,11,-0.0409871,-0.065721,53.6981354,1,2904,1,281,259.7321245,,,,NO,NO,NO,NO,NO,,,,,,,,,,
402,Vogue Building,立健商業大廈,"67 Wyndham Street, Central, Hong Kong",Individual Air-Conditioning System,1981,1,0,,,,,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,,,NO,NO,NO,NO,NO,,,,,,,,,,
403,Hong Kong Diamond Exchange Building,香港鑽石會大廈,"8-10 Duddell Street, Central, Hong Kong",Central Air-Conditioning System,1981,3,0,8,10,8,7,834249.4958,815701.0379,CENTRAL STATION,1236.635864,67.4831314,1223.321899,0,535.0256348,1409.5,2.4864378,2.471263441,11,0.0436488,0.0912853,21.2810764,1,6967,1,558,234.0776257,,,,NO,NO,NO,NO,NO,,,,,,,,,,
404,Euro Trade Centre,歐陸貿易中心,"13-14 Connaught Road Central, Central, Hong Kong",Central Air-Conditioning System,1982,4,1,9,10,9,4,834283,815988,CENTRAL STATION,5451.404297,0,5425.596191,0,921.0133667,1413.517944,1.8082243,2.507078853,11,0.0209822,0.0652312,96.5692978,1,2619,1,560,55.54916282,,,,NO,NO,NO,NO,NO,,,,,,,,,,
405,V. Heun Building,威享大廈,"138 Queen's Road Central, Central, Hong Kong",Individual Air-Conditioning System,1982,3,0,,,,,833935,816128,SHEUNG WAN STATION (WING ON CENTRE),390.4597778,0,355.5000916,74.9414978,402.088623,1408.769043,2.4760621,2.507078853,11,-0.0099629,0.0541247,87.0787506,1,1021,1,578,352.9319989,,,,NO,NO,NO,NO,NO,,,,,,,,,,
406,Hong Kong Trade Centre,香港貿易中心,"161-167 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1982,2,1,8,10,8,5,833957,816312,SHEUNG WAN STATION (WING ON CENTRE),1364.448853,47.6268883,499.5643005,46.5218849,547.4443359,1426.666016,2.4760621,2.507078853,11,0.0328792,0.0881635,19.1807365,0,,1,454,256.1555408,,,,NO,NO,NO,NO,NO,,,,,,,,,,
407,Fairmont House,東昌大廈,"8 Cotton Tree Drive, Central, Hong Kong",Central Air-Conditioning System,1982,4,1,8,10,8,5,834806,815677,ADMIRALTY STATION,0,0,94.3192139,0,186.0337677,1406.578003,2.1537433,2.542894266,11,0.0351798,-0.0303733,115.6055908,1,816,1,759,294.4117036,479.89,133.3,2.124830149,NO,YES,NO,NO,YES,2018,8/31/2020,retro_after,28,0,42,yes,yes,,
408,Fung House,馮氏大廈,"19 Connaught Road Central, Central, Hong Kong",Central Air-Conditioning System,1982,3,0,8,10,8,5,834278,816032,CENTRAL STATION,2060.231445,0,2764.690186,0,909.0132446,1413.517944,1.8082243,2.507078853,11,0.0015775,0.0840055,95.3979263,1,2619,0,,99.74354861,,,,NO,NO,NO,NO,NO,,,,,,,,,,
409,Bank of East Asia Building,東亞銀行大廈,"10 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1982,6,1,8,11,8,6,834182,816032,CENTRAL STATION,2610.256592,0,1146.055054,0,1531.025024,1410.96106,1.8082243,2.471263441,11,0.005657,0.0165955,48.7799988,1,3035,1,165,142.91964,,,,NO,NO,NO,NO,NO,,,,,,,,,,
410,Wellington Square,威靈頓街35B號,"35B Wellington Street, Central, Hong Kong",Individual Air-Conditioning System,1983,,,,,,,834149.3,815734.7,CENTRAL STATION,1823.072266,138.2310944,909.0982056,92.2272034,1095.345215,1409.5,2.4369998,2.471263441,11,-0.0200702,0.0746269,66.8320541,1,1033,1,209,239.607725,,,,NO,NO,NO,NO,NO,,,,,,,,,,
411,Chung Hing Commercial Building,中興商業大廈,"62-63 Connaught Road Central, Central, Hong Kong",Individual Air-Conditioning System,1983,2,,0,24,0,24,834076,816290,HONG KONG STATION,1990.615112,0,1226.609009,0,1719.078369,1420.822022,2.4760621,2.507078853,41,0.0566094,-0.0223614,13.699708,1,6019,1,213,279.2197411,,,,NO,NO,NO,NO,NO,,,,,,,,,,
412,Wellington Place,威靈頓廣場,"2 Wellington Street, Central, Hong Kong",Central Air-Conditioning System,1983,2,1,8.5,12,8.5,8.5,833872,816124,SHEUNG WAN STATION (WING ON CENTRE),720.2732544,82.259613,0,92.1289062,828.4908447,1408.769043,3.1074107,2.507078853,11,0.0663522,0.0675361,37.6685524,1,611,1,109,321.8588885,,,,NO,NO,NO,NO,NO,,,,,,,,,,
413,Union Commercial Building,合成商業大廈,"12-16 Lyndhurst Terrace, Central, Hong Kong",Individual Air-Conditioning System,1983,2,0,,,,,833914.8,815950.7,CENTRAL STATION,2562.935059,49.9126854,925.1137085,0,2249.289307,1405.482056,1.9576809,2.471263441,41,-0.0067196,0.0617427,43.3927078,1,354,1,109,370.2179586,,,,NO,NO,NO,NO,NO,,,,,,,,,,
414,1 Duddell Street,都爹利街一號,"1 Duddell Street, Central, Hong Kong",Central Air-Conditioning System,1983,3,1,8.5,10.5,8.5,5,834249.4958,815701.0379,CENTRAL STATION,1236.635864,67.4831314,1223.321899,0,535.0256348,1409.5,2.4864378,2.471263441,11,0.0436488,0.0912853,21.2810764,1,6967,1,558,234.0776257,,,,NO,NO,NO,NO,NO,,,,,,,,,,
415,Regent Centre,勵精中心,"88 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1983,4,1,8.5,10,8.5,4.5,834023.7,816027.2,CENTRAL STATION,1771.088501,252.8357544,241.0210724,53.3129311,2147.395752,1410.96106,2.9142742,2.471263441,11,0.0240822,0.0736842,86.2568588,1,2026,1,719,277.5352945,348.8,96.89,1.986278956,NO,NO,YES,YES,NO,2012,5/21/2016,retro_after,25,0,63,yes,,,
416,CMA Building,中華廠商會大廈,"64-66 Connaught Road Central, Central, Hong Kong",Central Air-Conditioning System,1983,3,1,8,10,8,6,834065,816298,HONG KONG STATION,1583.595947,0,887.8792114,0,1782.113159,1420.822022,2.4760621,2.507078853,11,0.0566094,-0.0223614,96.6766968,1,6019,1,517,292.223584,,,,NO,NO,NO,NO,NO,,,,,,,,,,
417,St John's Building,聖約翰大廈,"33 Garden Road, Central, Hong Kong",Central Air-Conditioning System,1983,4,1,8,10,8,5,834608,815521,ADMIRALTY STATION,239.553421,257.6064453,744.3520508,0,409.7993164,1398.907959,2.5116389,2.471263441,11,0.0244695,0.0139197,19.5481606,1,3857,0,,484.3865527,,,,NO,NO,NO,NO,NO,,,,,,,,,,
418,Wilson House,威信大廈,"19 Wyndham Street, Central, Hong Kong",Central Air-Conditioning System,1983,3,0,8.5,9.5,8.5,4.5,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,508.2,141.17,2.149742415,NO,NO,YES,NO,NO,2015,6/26/2019,retro_after,23,0,69,yes,,,
419,Edinburgh Tower,置地廣場公爵大廈,"15 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1983,18,1,8,10,8,5,834289.3,815788.2,CENTRAL STATION,4483.680176,35.9910088,617.510376,93.8723755,1863.128418,1409.86499,1.8082243,2.471263441,11,-0.0006805,0.0118669,169.8825989,1,12364,1,1579,144.3505486,,,,NO,NO,NO,NO,NO,,,,,,,,,,
420,Haleson Building,喜訊大廈,"1 Jubilee Street, Central, Hong Kong",Central Air-Conditioning System,1983,3,0,8.5,10,8.5,10,834002,816128,CENTRAL STATION,501.2181396,68.8818893,1507.825195,0,984.9330444,1408.769043,2.4760621,2.507078853,41,0.0092506,0.0597561,19.6875191,0,,1,518,343.6219543,,,,NO,NO,NO,NO,NO,,,,,,,,,,
421,Hong Kong Jewellery Building,香港珠寶大廈,"178-180 Queen's Road Central, Central, Hong Kong",Individual Air-Conditioning System,1984,2,0,0,24,0,24,833790,816230,SHEUNG WAN STATION (WING ON CENTRE),1572.206543,0,74.9854431,89.1223145,1479.724976,1408.769043,3.1074107,2.507078853,41,0.0015962,0.1637501,8.1783247,0,,1,249,190.8948739,,,,NO,NO,NO,NO,NO,,,,,,,,,,
422,Dah Sing Life Building,大新人壽大廈,"99 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1984,2,1,8,10,8,5,834086,816210,HONG KONG STATION,1748.998535,0,756.9577026,0,526.3669434,1410.96106,2.4760621,2.507078853,11,-0.0027654,0.0944563,65.0012665,0,,1,333,254.8310653,,,,NO,NO,NO,NO,NO,,,,,,,,,,
423,Wheelock House,會德豐大廈,"20 Pedder Street, Central, Hong Kong",Central Air-Conditioning System,1984,6,1,7.5,12,7.5,12,834231,815818,CENTRAL STATION,3018.951416,0,438.7472839,40.9344368,692.3747559,1409.5,1.8082243,2.471263441,11,-0.048344,0.1135397,51.5218048,0,,1,1789,126.3871255,922.7,256.31,2.408765551,NO,YES,NO,NO,NO,2018,1/11/2021,retro_after,25,0,150,yes,,,
424,Ruttonjee Centre - Ruttonjee House,律敦治大廈,"11 Duddell Street, Central, Hong Kong",Central Air-Conditioning System,1984,4,1,8,11,8,6,834249.4958,815701.0379,CENTRAL STATION,1236.635864,67.4831314,1223.321899,0,535.0256348,1409.5,2.4864378,2.471263441,11,0.0436488,0.0912853,21.2810764,1,6967,1,558,234.0776257,,,,NO,NO,NO,NO,NO,,,,,,,,,,
425,Siu Ying Commercial Building,兆英商業大廈,"151-155 Queen's Road Central, Central, Hong Kong",Individual Air-Conditioning System,1984,2,0,,,,,833888.5099,816206.0896,SHEUNG WAN STATION (WING ON CENTRE),2239.12207,0,1545.755127,0,3055.124023,1408.769043,3.1074107,2.507078853,11,0.0289049,0.0755015,57.0826759,1,2904,1,292,262.9416841,,,,NO,NO,NO,NO,NO,,,,,,,,,,
426,Amtel Building,安泰大廈,"144-148 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1984,2,0,8.5,10,8.5,5,833946,816287,SHEUNG WAN STATION (WING ON CENTRE),3317.022461,12.5599251,3494.113037,0,4406.643066,1426.666016,2.4760621,2.507078853,11,0.0035223,0.082284,18.3983746,1,2904,1,268,256.7007352,,,,NO,NO,NO,NO,NO,,,,,,,,,,
427,The Hong Kong Club Building,香港會所大廈,"3A Chater Road, Central, Hong Kong",Central Air-Conditioning System,1984,5,1,8,11,8,6,834619.5,815822.694,CENTRAL STATION,245.4975128,0,257.2259827,0,0,1408.769043,2.5696273,2.542894266,41,0.0351511,-0.0010325,8.7822466,1,11,0,,352.4630528,,,,NO,NO,NO,NO,NO,,,,,,,,,,
428,Century Square,世紀廣場,"1-13 D'Aguilar Street, Central, Hong Kong",Central Air-Conditioning System,1984,4,1,9,9,9,4,834114.8352,815857.4949,CENTRAL STATION,2105.937256,0,412.1994934,0,1617.361816,1409.5,2.9142742,2.471263441,11,0.0702614,0.061986,81.7581787,1,1124,1,510,185.5566715,,,,NO,NO,NO,NO,NO,,,,,,,,,,
429,Wo Hing Commercial Building,和興商業大廈,"15 Wing Wo Street, Central, Hong Kong",Central Air-Conditioning System,1985,2,0,,,,,833936.4,816383.1,SHEUNG WAN STATION (WING ON CENTRE),307.7069702,152.881012,263.0346375,0,417.7467346,1426.666016,2.4714458,2.507078853,41,-0.0027033,0.0457987,3.6991282,0,,0,,218.5145355,,,,NO,NO,NO,NO,NO,,,,,,,,,,
430,One Exchange Square,交易廣場一座,"8 Connaught Place, Central, Hong Kong",Central Air-Conditioning System,1985,22,2,0,24,0,24,834347.4,816112.5,HONG KONG STATION,59.1902275,68.3370209,1006.492432,0,486.5343628,1413.517944,2.1358008,2.507078853,11,0.0035458,0.111614,186.1631012,1,12016,1,1694,88.80936395,702.7,195.19,2.290457564,NO,YES,NO,YES,YES,2018,6/21/2021,retro_after,50,0,100,yes,,,
431,Kai Tak Commercial Building (Central),佳德商業大廈,"66-72 Stanley Street, Central, Hong Kong",Individual Air-Conditioning System,1985,2,0,,,,,833991.3,816021.1,CENTRAL STATION,1649.39978,0,41.7622223,0,1622.022827,1408.769043,2.9142742,2.471263441,11,0.0447026,0.1304793,57.987915,1,1957,1,247,306.3681633,,,,NO,NO,NO,NO,NO,,,,,,,,,,
432,Two Exchange Square,交易廣場二座,"8 Connaught Place, Central, Hong Kong",Central Air-Conditioning System,1985,22,2,,,,,834347.4,816112.5,HONG KONG STATION,59.1902275,68.3370209,1006.492432,0,486.5343628,1413.517944,2.1358008,2.507078853,11,0.0035458,0.111614,186.1631012,1,12016,1,1694,88.80936395,,,,NO,NO,NO,NO,NO,,,,,,,,,,
433,Wong Chung Ming Commercial Building,王仲銘商業大廈,"16 Wyndham Street, Central, Hong Kong",Central Air-Conditioning System,1985,2,0,8,12,8,12,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,,,NO,NO,NO,NO,NO,,,,,,,,,,
434,Zhongcai Centre,中財中心,"131 Queen's Road Central, Central, Hong Kong",Individual Air-Conditioning System,1986,1,0,,,,,833923,816163,SHEUNG WAN STATION (WING ON CENTRE),790.0036621,28.6412506,608.2504272,0,1669.479981,1408.769043,2.4760621,2.507078853,11,0.034622,0.0607102,22.6888638,1,194,1,84,318.1211714,,,,NO,NO,NO,NO,NO,,,,,,,,,,
435,Kai Wong Commercial Building,啟煌商業大廈,"222-226 Queen's Road Central, Central, Hong Kong",Central Air-Conditioning System,1986,2,0,,,,,833687,816196,SHEUNG WAN STATION (WING ON CENTRE),1694.761963,24.9702892,263.4233093,0,550.8254395,1418.630981,3.1074107,2.507078853,11,0.005767,0.122957,37.1587257,1,787,1,297,213.7353201,,,,NO,NO,NO,NO,NO,,,,,,,,,,
436,Malahon Centre,萬利豐中心,"10-12 Stanley Street, Central, Hong Kong",Central Air-Conditioning System,1986,,,8,11,8,6,834106.5,815878.4,CENTRAL STATION,1992.734619,0,462.7146606,0,1819.435791,1409.5,2.9142742,2.471263441,11,0.0702614,0.061986,60.0929298,1,1124,1,353,186.0979798,,,,NO,NO,NO,NO,NO,,,,,,,,,,
437,Carfield Commercial Building,嘉兆商業大廈,"75-77 Wyndham Street, Central, Hong Kong",Individual Air-Conditioning System,1986,2,0,,,,,834147.6,815817.2,CENTRAL STATION,1556.671265,0,180.2432251,0,1036.593018,1409.5,2.9142742,2.471263441,11,0.0032251,0.037839,84.3258286,1,2220,1,628,179.0205896,,,,NO,NO,NO,NO,NO,,,,,,,,,,
438,Ruttonjee Centre - Dina House,帝納大廈,"11 Duddell Street, Central, Hong Kong",Central Air-Conditioning System,1986,4,1,8,11,8,6,834249.4958,815701.0379,CENTRAL STATION,1236.635864,67.4831314,1223.321899,0,535.0256348,1409.5,2.4864378,2.471263441,11,0.0436488,0.0912853,21.2810764,1,6967,1,558,234.0776257,,,,NO,NO,NO,NO,NO,,,,,,,,,,
439,Shun Ho Tower,順豪商業大廈,"24-30 Ice House Street, Central, Hong Kong",Central Air-Conditioning System,1987,2,0,8.5,9.5,8.5,4.5,834149.3,815734.7,CENTRAL STATION,1823.072266,138.2310944,909.0982056,92.2272034,1095.345215,1409.5,2.4369998,2.471263441,11,-0.0200702,0.0746269,66.8320541,1,1033,1,209,239.607725,,,,NO,NO,NO,NO,NO,,,,,,,,,,
440,Wai Yip Commercial Building,偉業商業大廈,"100 Des Voeux Road Central, Central, Hong Kong",Individual Air-Conditioning System,1988,1,,,,,,833807,816418,SHEUNG WAN STATION (WING ON CENTRE),2872.591065,135.5491638,339.0134277,0,93.4168854,1426.666016,2.6457808,2.507078853,11,0.0000805,-0.0230931,113.2696152,1,3035,1,3287,88.42213001,,,,NO,NO,NO,NO,NO,,,,,,,,,,
441,Lee Roy Commercial Building,利來商業大廈,"57-59 Hollywood Road, Central, Hong Kong",Individual Air-Conditioning System,1988,1,,,,,,833901.6,815853.862,CENTRAL STATION,0,0,0,0,143.5088348,1405.482056,1.9576809,2.471263441,31,0.2253139,-0.0239376,45.5563507,0,,0,,390.9538902,,,,NO,NO,NO,NO,NO,,,,,,,,,,
442,Three Exchange Square,交易廣場三座,"8 Connaught Place, Central, Hong Kong",Central Air-Conditioning System,1988,12,1,,,,,834347.4,816112.5,HONG KONG STATION,59.1902275,68.3370209,1006.492432,0,486.5343628,1413.517944,2.1358008,2.507078853,11,0.0035458,0.111614,186.1631012,1,12016,1,1694,88.80936395,,,,NO,NO,NO,NO,NO,,,,,,,,,,
443,Wing Hang Insurance Building,永亨保險大廈,"9-17 Wing Kut Street, Central, Hong Kong",Central Air-Conditioning System,1989,2,,9,10.5,9,4,833939.0504,816269.3171,SHEUNG WAN STATION (WING ON CENTRE),3317.022461,12.5599251,3494.113037,0,4406.643066,1426.666016,2.4760621,2.507078853,11,-0.0409871,-0.065721,47.1437531,1,2904,1,275,259.53519,,,,NO,NO,NO,NO,NO,,,,,,,,,,
444,Hilltop Plaza,鴻豐商業中心,"49-51 Hollywood Road, Central, Hong Kong",Individual Air-Conditioning System,1989,2,0,0,24,0,24,833901.6,815853.862,CENTRAL STATION,0,0,0,0,143.5088348,1405.482056,1.9576809,2.471263441,31,0.2253139,-0.0239376,45.5563507,0,,0,,390.9538902,,,,NO,NO,NO,NO,NO,,,,,,,,,,
445,Bank Of China Tower,中銀大廈,"1 Garden Road, Central, Hong Kong",Central Air-Conditioning System,1989,12,3,8,10,8,5,834096.3231,815272.7218,CENTRAL STATION,177.0563354,0.0613631,117.9615021,243.3153992,417.8617859,1392.697998,1.0264586,2.399632617,11,0.0438106,-0.0654522,156.399292,1,1461,1,416,686.0817479,,,,NO,NO,NO,NO,NO,,,,,,,,,,
446,Bank Of China Building,中國銀行大廈,"2A Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1989,2,0,8,11,8,5,834543.2,815705.6,CENTRAL STATION,0,91.3989487,93.4127655,0,185.9085541,1408.769043,2.5116389,2.507078853,11,0.0122401,-0.0190024,83.9001389,1,1118,1,1262,344.0368473,1569.77,436.05,2.639536291,NO,YES,NO,NO,YES,2015,3/8/2019,retro_before,15,0,15,yes,,,
447,BOC Group Life Assurance Tower,中銀保險大廈,"134-136 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1990,3,1,8,10.5,8,5.5,834053.4,816292.5,HONG KONG STATION,2225.653076,0,1140.758545,0,1949.540649,1420.822022,2.4760621,2.507078853,11,-0.0079735,0.0198053,109.1654892,1,6019,1,310,301.4774737,,,,NO,NO,NO,NO,NO,,,,,,,,,,
448,Wing Yee Commercial Building,永宜商業大廈,"5 Wing Kut Street, Central, Hong Kong",Individual Air-Conditioning System,1990,2,0,,,,,833939.0504,816269.3171,SHEUNG WAN STATION (WING ON CENTRE),3317.022461,12.5599251,3494.113037,0,4406.643066,1426.666016,2.4760621,2.507078853,11,-0.0409871,-0.065721,47.1437531,1,2904,1,275,259.53519,,,,NO,NO,NO,NO,NO,,,,,,,,,,
449,Two Chinachem Plaza,華懋廣場二期,"68 Connaught Road Central, Central, Hong Kong",Central Air-Conditioning System,1990,2,1,8.5,9.5,8.5,4.5,834055,816304,HONG KONG STATION,1583.595947,0,887.8792114,0,1782.113159,1420.822022,2.4760621,2.507078853,11,-0.0267703,0.0408511,111.909935,1,6019,1,310,303.6567987,,,,NO,NO,NO,NO,NO,,,,,,,,,,
450,Standard Chartered Bank Building,渣打銀行大廈,"4-4A Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1990,12,1,7,13,7,6,834236.7,816382.4,HONG KONG STATION,334.5691833,197.9606934,0,82.9345169,477.3508911,1420.822022,2.5973139,2.507078853,1,-0.0369823,0.0166163,210.4971924,1,19810,1,1401,209.0379286,,,,NO,NO,NO,NO,NO,,,,,,,,,,
